PortId,CountryCode,PortType,PortCode,Name,Location,Validated
3001,AC,2,ACI,Alderney Airport,NULL,1
3009,AE,2,AAN,Al Ain International Airport,NULL,1
3007,AE,3,AJM,Ajman International Airport,NULL,1
3015,AE,3,ARZ,Arzanah Island Airport,NULL,1
3006,AE,2,AUH,Abu Dhabi International Airport,NULL,1
3016,AE,2,AZI,Al Bateen Executive Airport,NULL,1
3017,AE,3,DAS,Das Island Airport (Oeon Airport),NULL,1
3020,AE,2,DCG,Dubai Creek SPB Airport,NULL,1
13,AE,2,DOH,Hamad International Airport (Doha),NULL,0
3012,AE,2,DWC,Al Maktoum International Airport,NULL,1
3021,AE,2,DXB,Dubai International Airport,NULL,1
3024,AE,2,FJR,Fujairah International Airport,NULL,1
3036,AE,3,FMZ,Musaffah Seaport,NULL,1
3025,AE,3,HAM,Hamriyah Seaport,NULL,1
3026,AE,3,JEA,Jebel Ali Seaport,NULL,1
3028,AE,3,JED,Jebel Dhanna Seaport,NULL,1
3029,AE,3,KLF,Khor Al Fakkan Seaport,NULL,1
3035,AE,3,MBS,Mubarraz Island Airport,NULL,1
3031,AE,3,MSA,Mina Saqr Seaport,NULL,1
3034,AE,3,MUB,Mubarek Terminal,NULL,1
3032,AE,3,MZD,Mina Zayed Seaport,NULL,1
3037,AE,3,PRA,Rashid Seaport,NULL,1
3044,AE,3,QIW,Umm Al Quwain Seaport,NULL,1
3038,AE,3,RKT,Ras Al Khaimah Seaport,NULL,1
3014,AE,3,RUW,Ar Ruwais Seaport,NULL,1
3041,AE,3,SHJ,Sharjah Seaport,NULL,1
3043,AE,2,XSB,Sir Bani Yas Airport,NULL,1
3018,AE,2,ZDY,Delma Airport,NULL,1
3048,AF,2,BIN,Bamiyan Airport,NULL,1
3050,AF,2,BST,Bost Airport,NULL,1
3053,AF,2,CCN,Chakcharan (Chaghcharan) Airport,NULL,1
3055,AF,2,DAZ,Darwaz Airport,NULL,1
3060,AF,2,FAH,Farah Airport,NULL,1
3058,AF,2,FBD,Faizabad Airport,NULL,1
3062,AF,2,GRG,Gardez Airport,NULL,1
3064,AF,2,GZI,Ghazni Airport,NULL,1
3067,AF,2,HEA,Herat International Airport,NULL,1
3069,AF,2,JAA,Jalalabad Airport,NULL,1
3071,AF,2,KBL,Kabul International Airport,NULL,1
3073,AF,2,KDH,Kandahar International Airport,NULL,1
3075,AF,2,KHT,Khost Airport,NULL,1
3080,AF,3,KUR,Kuran-O-Munjan,NULL,1
3077,AF,2,KWH,Khwahan Airport,NULL,1
3089,AF,2,LQN,Qala-I-Naw Airport,NULL,1
3083,AF,3,MAS,Mashhad International Airport ,NULL,1
3084,AF,2,MZR,Mazar I Sharif Airport,NULL,1
3094,AF,2,OAS,Sharana Airstrip,NULL,1
3090,AF,2,OLR,Salerno Landing Zone Airport,NULL,1
3092,AF,2,SBF,Sardeh Band Airport,NULL,1
3096,AF,2,SGA,Sheghnan Airport,NULL,1
3101,AF,3,TII,Tarinkot Aiport,NULL,1
3098,AF,2,TQN,Taloqan Airport,NULL,1
3078,AF,2,UND,Konduz Airport,NULL,1
3104,AF,2,URN,Urgun/Urgoon Airport,NULL,1
3107,AF,2,ZAJ,Zaranj Airport,NULL,1
3108,AG,3,ANU,Clayton J. Llody International (Antigua) Airport ,NULL,1
3109,AG,3,BBQ,Barbuda Codrington Airport,NULL,1
3111,AG,3,SJO,St. John's International Airport,NULL,1
3114,AI,3,BLP,Blowing Point Seaport,NULL,1
3116,AI,3,FOR,Forrest Airport,NULL,1
3120,AL,3,SAR,Sarandee Airport,NULL,1
3122,AL,3,TEN,Tenes Seaport,NULL,1
3124,AL,2,TIA,Tirana International Airport Mother Teresa,NULL,1
3125,AL,3,VOA,Vlore International Airport,NULL,1
3130,AM,2,EVN,Zvartnots International Airport,NULL,1
3128,AM,2,LWN,Shirak International Airport,NULL,1
3131,AN,3,BAR,Barcadera Seaport,NULL,1
3132,AN,3,BON,Bonaire International Airport,NULL,1
3149,AN,3,BOT,Lee Bottom Airport,NULL,1
3133,AN,3,BUB,Bullen Bay Seaport,NULL,1
3134,AN,3,BUS,Bushiribana Seaport,NULL,1
3136,AN,3,CUR,Curacao International Airport,NULL,1
3138,AN,3,EMM,Emmastad Seaport,NULL,1
3146,AN,3,EUX,St Eustatius F.D. Roosevelt Airport,NULL,1
3140,AN,3,GUS,Gustaf (Saint Bartelemy Airport),NULL,1
3142,AN,3,MAR,Marigot Seaport,NULL,1
3143,AN,3,PHI,Philipsburg St. Maarten Seaport,NULL,1
3137,AN,3,RIN,"Dorp Rincon, Bonaire Seaport",NULL,1
3144,AN,3,SAB,Fort Bay Saba Seaport,NULL,1
3148,AN,3,SMB,St Michiels Bay Seaport,NULL,1
3145,AN,3,STR,Santa Rosa International Airport,NULL,1
3150,AN,3,WIL,Curacao International Airport,NULL,1
3154,AO,2,ANL,Andulo Airport,NULL,1
3224,AO,2,ARZ,N'zeto Airport,NULL,1
3152,AO,2,AZZ,Ambriz Airport,NULL,1
3155,AO,3,BDT,Baia dos Tigres Seaport,NULL,1
3158,AO,2,BUG,Benguela Airport,NULL,1
3160,AO,2,CAB,Cabinda Airport,NULL,1
3171,AO,2,CAV,Cazombo Airport,NULL,1
3169,AO,2,CBT,Catumbela Airport,NULL,1
3242,AO,2,CEO,Waco Kungo Airport,NULL,1
3162,AO,2,CFF,Cafunfo Airport,NULL,1
3165,AO,2,CNZ,Cangamba Airport,NULL,1
3175,AO,2,CTI,Cuito Cuanavale Airport,NULL,1
3163,AO,2,CXM,Camaxilo Airport,NULL,1
3177,AO,2,DRC,Dirico Airport,NULL,1
3180,AO,2,DUE,Dundo Airport,NULL,1
3200,AO,2,GGC,Lumbala Airport,NULL,1
3216,AO,2,GXG,Negage Airport,NULL,1
3183,AO,2,JMB,Jamba Airport,NULL,1
3167,AO,2,KNP,Kapanda Airport,NULL,1
3189,AO,3,LAD,Luanda Port,NULL,1
3198,AO,3,LBZ,Lukapa Airport,NULL,1
3188,AO,3,LOB,Lobito Airport,NULL,1
3195,AO,3,LUC,Lucira Seaport,NULL,1
3197,AO,2,LUO,Luena Airport,NULL,1
3202,AO,2,LZM,Luzamba Airport,NULL,1
3206,AO,3,MAL,Malongo Airport,NULL,1
3204,AO,2,MEG,Malanje Airport,NULL,1
3212,AO,2,MSZ,Namibe Airport,NULL,1
3237,AO,2,NDD,Sumbe Airport,NULL,1
3214,AO,2,NDF,Ndalatandos Airport,NULL,1
3217,AO,3,NGV,Ondjiva Pereria (Ngiva) Airport,NULL,1
3181,AO,3,NOV,Albano Machado Airport,NULL,1
3222,AO,2,NZA,Nzagi Airport,NULL,1
3226,AO,3,PAT,Port of Palanca Terminal,NULL,1
3229,AO,2,PBN,Porto Amboim Airport,NULL,1
3173,AO,2,PGI,Chitato Airport,NULL,1
3227,AO,3,PLE,Port Alexandre (Tombua),NULL,1
3193,AO,2,SDD,Lubango Airport,NULL,1
3235,AO,3,SOQ,Soyo-Quinfuquena Terminal Port,NULL,1
3210,AO,2,SPP,Menongue Airport,NULL,1
3208,AO,2,SSY,Mbanza Congo Airport,NULL,1
3185,AO,2,SVP,Kuito Airport,NULL,1
3234,AO,2,SZA,Soyo Airport,NULL,1
3238,AO,3,TAK,Port of Takula Terminal,NULL,1
3191,AO,2,UAL,Luau Airport,NULL,1
3240,AO,2,UGO,Uige Airport,NULL,1
3232,AO,2,VHC,Saurimo Airport,NULL,1
3218,AO,2,VPE,Ngjiva Pereira Airport,NULL,1
3244,AO,2,XGN,Xangongo Airport,NULL,1
3248,AQ,3,TNB,Terra Nova Bay Airport,NULL,1
3246,AQ,3,TNM,Teniente R. Marsh Airport,NULL,1
3257,AR,3,AEP,Aeroparque International Jorge Newbery,NULL,1
3467,AR,3,AFA,San Rafael Airport,NULL,1
3409,AR,3,AOL,Paso De Los Libres Airport,NULL,1
3254,AR,3,ARR,Alto Río Senguer Airport,NULL,1
3258,AR,3,ATU,Atucha Seaport,NULL,1
3260,AR,3,BHI,Bahia Blanca Comandante Espora Airport,NULL,1
3267,AR,3,BQS,Barranqueras Port,NULL,1
3456,AR,3,BRC,San Carlos De Bariloche Airport,NULL,1
3272,AR,3,BUE,Buenos Aires Airport,NULL,1
3298,AR,3,CCT,Colonia Catriel Airport,NULL,1
3276,AR,3,CLC,Port of Caleta Cordova,NULL,1
3295,AR,3,CLX,Clorinda Airport,NULL,1
3279,AR,3,CMP,Campana Port,NULL,1
3310,AR,3,CNQ,Corrientes Port,NULL,1
3305,AR,2,COC,Comodoro Pierrestegui Airport,NULL,1
3297,AR,3,COL,Enrique Adolfo Jiménez International Airport,NULL,1
3309,AR,3,COR,Cordoba Airport,NULL,1
3307,AR,3,COU,Concepcion del Uruguay Port,NULL,1
3259,AR,2,CPC,Aviador Carlos Campos Airport,NULL,1
3282,AR,3,CPG,Carmen de Patagones Airport,NULL,1
3306,AR,3,CRD,General Enrique Mosconi International Airport,NULL,1
3289,AR,3,CRR,Ceres Airport,NULL,1
3284,AR,3,CTC,Coronel Felipe Varela International Airport,NULL,1
3315,AR,3,CUT,Cutral Co Airport,NULL,1
3287,AR,3,CVH,Caviahue Airport,NULL,1
3277,AR,3,CVI,Caleta Olivia Airport,NULL,1
3318,AR,3,DME,Diamante Port,NULL,1
3321,AR,3,EHL,El Bolson Airport,NULL,1
3324,AR,2,ELO,El Dorado Luis Carlos Galan Sarmiento International Airport,NULL,1
3325,AR,3,EMX,El Maiten Airport,NULL,1
3327,AR,2,EPA,El Palomar Airport,NULL,1
3274,AR,3,EZE,Buenos Aires-Ministro Pistarini (Ezeiza) Airport,NULL,1
3459,AR,2,FDO,San Fernando Airport,NULL,1
3334,AR,3,FMA,Formosa International Airport,NULL,1
3323,AR,2,FTE,El Calafate International Airport,NULL,1
3345,AR,3,GGS,Gobernador Gregores Airport,NULL,1
3350,AR,3,GHU,Gualeguaychu Airport,NULL,1
3320,AR,2,GNR,Dr. Arturo Umberto Illia Airport,NULL,1
3338,AR,3,GPO,General Pico Airport,NULL,1
3293,AR,3,HOS,Chos Malal Airport,NULL,1
3354,AR,3,IBY,Islas Del Ibicuy Airport ,NULL,1
3275,AR,2,IGB,Cabo F.A.A. H. R. Bordón Airport,NULL,1
3286,AR,2,IGR,Cataratas Del Iguazú International Airport,NULL,1
3373,AR,3,ING,Lago Argentino Airport,NULL,1
3262,AR,3,INW,Bahia Blanca-Ingeniero White Port,NULL,1
3281,AR,2,IRJ,Capitan Vicente Almandos Almonacid Airport ,NULL,1
3347,AR,2,JUJ,Gobernador Horacio Guzman International Airport,NULL,1
3367,AR,3,LCM,La Cumbre Airport,NULL,1
3381,AR,3,LCP,Loncopue Airport,NULL,1
3303,AR,2,LGS,Comodoro D. Ricardo Salomón Airport ,NULL,1
3375,AR,3,LHS,Colonia Las Heras Airport ,NULL,1
3252,AR,2,LLS,Alferez Armando Rodriguez Airport,NULL,1
3383,AR,3,LMD,Los Menucos Airport,NULL,1
3369,AR,3,LPG,La Plata Airport,NULL,1
3371,AR,3,LQU,La Quiaca Airport,NULL,1
3271,AR,2,LUQ,Brigadier Mayor D Cesar Raul Ojeda (San Luis) Airport,NULL,1
3398,AR,3,MCS,Monte Caseros Airport,NULL,1
3251,AR,2,MDQ,Ástor Piazzola International Airport,NULL,1
3392,AR,3,MDX,Mercedes Airport,NULL,1
3328,AR,2,MDZ,Governor Francisco Gabrielli International (El Plumerillo) Airport ,NULL,1
3387,AR,3,MQD,Maquinchao Airport,NULL,1
3481,AR,2,NCJ,Sunchales Aeroclub Airport,NULL,1
3401,AR,3,NEC,Necochea Airport,NULL,1
3403,AR,3,NQN,Juan Domingo Perón International Airport ,NULL,1
3255,AR,2,OES,Antoine De St Exupery Airport,NULL,1
3300,AR,3,OLN,Lago Musters Airport,NULL,1
3406,AR,2,ORA,Orán Airport,NULL,1
3404,AR,2,OVR,Olavarria Airport,NULL,1
3348,AR,3,OYA,Diyawanna Goya Airport,NULL,1
3487,AR,3,OYO,Tres Arroyos Airport,NULL,1
3430,AR,3,PCO,Punta Colorada Airport,NULL,1
3304,AR,2,PEH,Comodoro Pedro Zanni Airport,NULL,1
3264,AR,3,PGV,Bahia Blanca Seaport ,NULL,1
3431,AR,3,PLO,Punta Loyola Seaport,NULL,1
3412,AR,3,PMQ,Perito Moreno Airport,NULL,1
3329,AR,2,PMY,El Tehuelche Airport,NULL,1
3432,AR,3,PQU,Punta Quilla (Santa Cruz) Seaport,NULL,1
3341,AR,2,PRA,General Justo José de Urquiza Airport,NULL,1
3420,AR,3,PRQ,Pres. Roque Saenz Pena Airport,NULL,1
3266,AR,3,PRS,Puerto Rosales Seaport,NULL,1
3380,AR,2,PSS,Libertador General José de San Martín Airport ,NULL,1
3423,AR,3,PUB,Puerto Borghi Seaport,NULL,1
3424,AR,3,PUD,Puerto Deseado Airport,NULL,1
3405,AR,3,QLV,Olivos Seaport,NULL,1
3417,AR,3,QPQ,Pinamar Airport,NULL,1
3433,AR,3,QQN,Quequen Seaport,NULL,1
3434,AR,2,RAF,Rafaela Rail Terminal,NULL,1
3435,AR,3,RAM,Ramallo Seaport,NULL,1
3437,AR,3,RCQ,Reconquista Airport,NULL,1
3256,AR,2,RCU,Río Cuarto Airport,NULL,1
3441,AR,3,RDS,Rincon De Los Sauces Airport,NULL,1
3253,AR,2,REL,Trelew Airport,NULL,1
3439,AR,3,RES,Resistencia Airport,NULL,1
3353,AR,2,RGA,Hermes Quijada International Airport,NULL,1
3416,AR,2,RGL,Río Grande Airport,NULL,1
3378,AR,2,RHD,Las Termas Airport,NULL,1
3436,AR,3,RLA,Río Hondo Airport,NULL,1
3493,AR,2,RLO,Valle Del Conlara International Airport,NULL,1
3447,AR,3,ROY,Rio Mayo Airport,NULL,1
3250,AR,2,RYO,Río Turbio Airport,NULL,1
3469,AR,3,RZA,Santa Cruz Airport,NULL,1
,AR,,RZA,Santa Cruz Seaport,,
3454,AR,3,SAE,San Antonio Seaport,NULL,1
3476,AR,3,SDE,Santiago del Estero Airport,NULL,1
3458,AR,3,SFE,San Fernando Seaport,NULL,1
3471,AR,3,SFN,Santa Fe Airport,NULL,1
,AR,,SFN,Santa Fe Seaport,,
3478,AR,3,SGV,Sierra Grande Airport,NULL,1
3390,AR,2,SLA,Martin Miguel De Guemes International Airport,NULL,1
3462,AR,3,SLO,San Lorenzo Seaport,NULL,1
3465,AR,3,SNS,San Nicolás de los Arroyos Airport,NULL,1
,AR,,SNS,San Nicolás de los Arroyos Seaport,,
3468,AR,3,SSN,San Sebastian Seaport,NULL,1
3474,AR,3,SST,Santa Teresita Airport,NULL,1
3451,AR,2,SZQ,Saenz Peña Airport,NULL,1
3352,AR,2,TDL,Héroes De Malvinas Airport,NULL,1
3337,AR,2,TTG,General Enrique Mosconi Airport,NULL,1
3484,AR,2,TUC,Teniente Benjamin Matienzo Airport,NULL,1
3319,AR,2,UAQ,Domingo Faustino Sarmiento Airport,NULL,1
3280,AR,2,ULA,San Julian Airport,NULL,1
,AR,,ULA,San Julian Seaport,,
3386,AR,2,USH,Ushuaia Airport,NULL,1
,AR,,USH,Ushuaia Seaport,,
3314,AR,2,UZU,Curuzu Cuatia Airport,NULL,1
3492,AR,2,VCF,Valcheta Airport,NULL,1
3496,AR,3,VCN,Villa Constitucion Seaport ,NULL,1
3344,AR,2,VDM,Gobernador Castello Airport,NULL,1
3497,AR,3,VDR,Villa Dolores Airport,NULL,1
3342,AR,3,VGS,General Villegas Airport,NULL,1
3499,AR,3,VLG,Villa Gesell Airport,NULL,1
3501,AR,3,VME,Villa Mercedes Airport,NULL,1
3414,AR,3,XMV,Pichanal Airport,NULL,1
3379,AR,3,XMX,Ledesma Airport,NULL,1
3400,AR,3,XOS,Mosconi Airport,NULL,1
3466,AR,3,XPD,San Pedro Airport,NULL,1
,AR,,XPD,San Pedro Seaport,,
3505,AR,3,ZAE,Zarate Seaport,NULL,1
3331,AR,3,ZAI,Embarcacion Airport,NULL,1
3506,AS,3,FTI,Fitiuta Airport,NULL,1
3508,AS,3,OFU,Ofu Airport,NULL,1
3510,AS,3,PPG,Pago Pago Airport,NULL,1
,AS,,PPG,Pago pago Seaport,,
3512,AS,3,TAV,Tau Airport,NULL,1
3635,AT,3,ANT,Sankt Anton Airport,NULL,1
3524,AT,3,BRZ,Bregenz Seaport,NULL,1
3544,AT,3,GRZ,Graz Airport,NULL,1
3558,AT,3,HOH,Hohenems Airport,NULL,1
3560,AT,3,HRH,Horsching Airport,NULL,1
3561,AT,3,INN,Innsbruck Airport,NULL,1
3589,AT,3,LNZ,Linz Airport,NULL,1
3624,AT,3,SZG,Salzburg Airport,NULL,1
3661,AT,3,VDD,Vienna Danubepier Hov Airport,NULL,1
3662,AT,2,VIE,Vienna International Airport,NULL,1
3681,AT,3,ZRS,Zürs Airport,NULL,1
3733,AU,3,AAB,Arrabury Airport,NULL,1
3685,AU,3,ABG,Abingdon Airport,NULL,1
3702,AU,3,ABH,Alpha Airport,NULL,1
3711,AU,3,ABL,Amberley Airport,NULL,1
3766,AU,3,ABM,Bamaga Airport,NULL,1
3684,AU,3,ABP,Abbot Point Seaport,NULL,1
3696,AU,3,ABX,Albury Airport,NULL,1
3688,AU,3,ADA,Adelaide Airport,NULL,1
3687,AU,3,ADL,Adelaide Airport,NULL,1
3716,AU,3,ADO,Andamooka Airport,NULL,1
3691,AU,3,AGW,Agnew Airport,NULL,1
3729,AU,3,AGY,Argyle Downs Airport,NULL,1
3694,AU,3,ALH,Albany Airport,NULL,1
,AU,,ALH,Albany Seaport,,
3709,AU,3,AMT,Amata Airport,NULL,1
3714,AU,3,AMX,Ammaroo Airport,NULL,1
3718,AU,3,ANZ,Angus Downs Airport,NULL,1
3726,AU,3,ARD,Ardrossan Seaport,NULL,1
3731,AU,3,ARM,Armidale Airport,NULL,1
3724,AU,3,ARY,Ararat Airport,NULL,1
3700,AU,3,ASP,Alice Springs Airport,NULL,1
3736,AU,3,AUD,Augustus Downs Airport,NULL,1
3739,AU,2,AUU,Aurukun Mission Airport,NULL,1
3743,AU,3,AVG,Auvergne Airport,NULL,1
3745,AU,3,AVV,Avalon Airport,NULL,1
3706,AU,3,AWN,Alton Downs Airport,NULL,1
3741,AU,3,AWP,Austral Downs Airport,NULL,1
3722,AU,3,AXC,Aramac Airport,NULL,1
3698,AU,3,AXL,Alexandria Airport,NULL,1
3704,AU,3,AYD,Alroy Downs Airport,NULL,1
3720,AU,3,AYL,Anthony Lagoon Airport,NULL,1
3747,AU,3,AYQ,Ayers Rock Airport,NULL,1
3749,AU,3,AYR,Ayr Airport,NULL,1
3761,AU,3,BAH,Ballast Head Seaport,NULL,1
3805,AU,3,BBE,Big Bell Airport,NULL,1
3810,AU,3,BBG,Bing Bong Seaport,NULL,1
3783,AU,3,BCH,Beachport Seaport,NULL,1
3770,AU,3,BCI,Barcaldine Airport,NULL,1
3825,AU,3,BCK,Bolwarra Airport,NULL,1
3804,AU,3,BCZ,Bickerton Island Airport,NULL,1
3862,AU,3,BDB,Bundaberg Airport,NULL,1
,AU,,BDB,Bundaberg Seaport,,
3751,AU,3,BDD,Badu Island Airport,NULL,1
3797,AU,3,BDG,Bendigo Airport,NULL,1
3788,AU,3,BDW,Bedford Downs Airport,NULL,1
3784,AU,3,BEE,Beagle Bay Airport,NULL,1
3792,AU,3,BEL,Bell Bay Seaport,NULL,1
3690,AU,2,BEO,Belmont Airport,NULL,1
3790,AU,3,BEU,Bedourie Airport,NULL,1
3819,AU,3,BFC,Bloomfield Airport,NULL,1
3852,AU,3,BHQ,Broken Hill Airport,NULL,1
3779,AU,3,BHS,Bathurst Airport,NULL,1
3842,AU,3,BHT,Brighton Downs Airport,NULL,1
3858,AU,3,BIP,Bulimba Airport,NULL,1
3807,AU,3,BIW,Billiluna Airport,NULL,1
3773,AU,3,BKP,Barkly Downs Airport,NULL,1
3815,AU,3,BKQ,Blackall Airport,NULL,1
3809,AU,3,BLO,Biloela Airport,NULL,1
3823,AU,3,BLS,Bollon Airport,NULL,1
3817,AU,3,BLT,Blackwater Airport,NULL,1
3854,AU,3,BME,Broome Airport,NULL,1
,AU,,BME,Broome Seaport,,
3837,AU,3,BMP,Brampton Airport,NULL,1
3851,AU,3,BMW,Broadmeadows Seaport,NULL,1
3844,AU,3,BNE,Brisbane Airport,NULL,1
,AU,,BNE,Brisbane Seaport,,
3762,AU,3,BNK,Ballina Airport,NULL,1
,AU,,BNK,Ballina Seaport,,
3828,AU,3,BOX,Borroloola Airport,NULL,1
3831,AU,3,BQL,Boulia Airport,NULL,1
3758,AU,2,BQW,Balgo Hill Airport,NULL,1
3845,AU,3,BRA,Brisbane Apt Airport,NULL,1
3841,AU,3,BRJ,Bright Airport,NULL,1
3833,AU,3,BRK,Bourke Airport,NULL,1
3781,AU,3,BRT,Bathurst Island Airport,NULL,1
,AU,,BRT,Bathurst Island Seaport,,
3753,AU,3,BSJ,Bairnsdale Airport,NULL,1
3830,AU,3,BTB,Botany Bay Seaport,NULL,1
3856,AU,3,BTD,Brunette Downs Airport,NULL,1
3800,AU,3,BTX,Betoota Airport,NULL,1
3866,AU,3,BUC,Burketown Airport,NULL,1
,AU,,BUC,Burketown Seaport,,
3869,AU,3,BUS,Busselton Seaport,NULL,1
3860,AU,3,BUY,Bunbury Airport,NULL,1
,AU,,BUY,Bunbury Seaport,,
3811,AU,3,BVI,Birdsville Airport,NULL,1
3777,AU,3,BVW,Batavia Downs Airport,NULL,1
3802,AU,3,BVZ,Beverley Springs Airport,NULL,1
3775,AU,3,BWB,Barrow Island Airport,NULL,1
,AU,,BWB,Barrow Island Seaport,,
3839,AU,3,BWQ,Brewarrina Airport,NULL,1
3868,AU,3,BWT,Burnie Airport,NULL,1
,AU,,BWT,Burnie Seaport,,
3769,AU,3,BWU,Bankstown Airport,NULL,1
3798,AU,2,BXG,Bendigo Airport,NULL,1
3772,AU,2,BYP,Barimunya Airport,NULL,1
3767,AU,3,BYX,Baniyala Airport,NULL,1
3764,AU,3,BZD,Balranald Airport,NULL,1
3813,AU,3,BZP,Bizant Airport,NULL,1
3877,AU,3,CAL,Caloundra Head Seaport,NULL,1
3946,AU,3,CAZ,Cobar Airport,NULL,1
3925,AU,3,CBC,Cherrabun Airport,NULL,1
3893,AU,3,CBI,Cape Barren Island Airport,NULL,1
3888,AU,3,CBR,Canberra Airport,NULL,1
,AU,,CBR,Canberra Seaport,,
3963,AU,3,CBX,Condobolin Airport,NULL,1
3891,AU,3,CBY,Canobie Airport,NULL,1
3930,AU,3,CCL,Chinchilla Airport,NULL,1
3895,AU,3,CCU,Cape Cuvier Seaport,NULL,1
4000,AU,3,CCW,Cowell Airport,NULL,1
3967,AU,3,CDA,Cooinda Airport,NULL,1
4008,AU,3,CDQ,Croydon Airport,NULL,1
3879,AU,3,CDU,Camden Airport,NULL,1
3912,AU,3,CED,Ceduna Airport,NULL,1
3914,AU,3,CES,Cessnock Airport,NULL,1
3940,AU,3,CFH,Clifton Hills Airport,NULL,1
3881,AU,3,CFI,Camfield Airport,NULL,1
3905,AU,3,CFP,Carpentaria Downs Airport,NULL,1
3952,AU,3,CFS,Coffs Harbour Airport,NULL,1
,AU,,CFS,Coffs Harbour Seaport,,
3871,AU,3,CGV,Caiguna Airport,NULL,1
3922,AU,3,CHA,Chatswood Seaport,NULL,1
3909,AU,3,CHB,Catherine Hill Bay Seaport ,NULL,1
3959,AU,3,CIE,Collie Airport,NULL,1
4006,AU,3,CKI,Croker Island Airport,NULL,1
3971,AU,3,CLH,Coolah Airport,NULL,1
3956,AU,3,CLL,Collan Islands Seaport,NULL,1
3899,AU,3,CLN,Cape Leeuwin Seaport,NULL,1
3934,AU,3,CLR,Clarence River Seaport,NULL,1
3898,AU,3,CLT,Cape Lambert Seaport,NULL,1
4014,AU,3,CMA,Cunnamulla Airport,NULL,1
3988,AU,3,CMD,Cootamundra Airport,NULL,1
3883,AU,3,CML,Camooweal Airport,NULL,1
3936,AU,3,CMQ,Clermont Airport,NULL,1
3982,AU,3,CNB,Coonamble Airport,NULL,1
3948,AU,3,CNC,Coconut Island Airport,NULL,1
3942,AU,3,CNJ,Cloncurry Airport,NULL,1
3873,AU,3,CNS,Cairns Airport,NULL,1
,AU,,CNS,Carins Seaport,,
3976,AU,3,COB,Coolibah Airport,NULL,1
3980,AU,3,COJ,Coonabarabran Airport,NULL,1
3978,AU,3,COM,Cooma Airport,NULL,1
3974,AU,3,COY,Coolawanyah Airport,NULL,1
3965,AU,3,CPD,Coober Pedy Airport,NULL,1
3900,AU,3,CPN,Cape Preston Seaport,NULL,1
3896,AU,3,CQP,Cape Flattery Seaport,NULL,1
3957,AU,3,CRB,Collarenebri Airport,NULL,1
3924,AU,2,CRH,Cherrabah Airport,NULL,1
3986,AU,3,CRJ,Coorabie Airport,NULL,1
3901,AU,3,CRY,Carlton Hill Airport,NULL,1
4004,AU,3,CSD,Cresswell Downs Airport,NULL,1
3907,AU,3,CSI,Casino Airport,NULL,1
3918,AU,3,CTL,Charleville Airport,NULL,1
3969,AU,3,CTN,Cooktown Airport,NULL,1
,AU,,CTN,Cooktown Seaport,,
3910,AU,3,CTR,Cattle Creek Airport,NULL,1
3875,AU,3,CUD,Caloundra Airport,NULL,1
4010,AU,3,CUG,Cudal Airport,NULL,1
3950,AU,3,CUQ,Coen Airport,NULL,1
4012,AU,3,CUY,Cue Airport,NULL,1
3938,AU,3,CVC,Cleve Airport,NULL,1
3903,AU,3,CVQ,Carnarvon Airport,NULL,1
,AU,,CVQ,Carnarvon Seaport,,
3998,AU,3,CWR,Cowarie Airport,NULL,1
4002,AU,3,CWT,Cowra Airport,NULL,1
3993,AU,3,CWW,Corowa Airport,NULL,1
3932,AU,3,CXQ,Christmas Creek Airport,NULL,1
3920,AU,3,CXT,Charters Towers Airport,NULL,1
3995,AU,3,CYG,Corryong Airport,NULL,1
3944,AU,3,CZY,Cluny Airport,NULL,1
4029,AU,3,DAA,Darra Seaport,NULL,1
4032,AU,3,DAJ,Dauan Island Airport,NULL,1
4025,AU,3,DAM,Dampier Seaport,NULL,1
4064,AU,3,DBO,Dubbo Airport,NULL,1
4018,AU,3,DBY,Dalby Airport,NULL,1
4035,AU,3,DDI,Daydream Is Airport,NULL,1
4038,AU,3,DDN,Delta Downs Airport,NULL,1
4061,AU,3,DFP,Drumduff Airport,NULL,1
4073,AU,3,DHD,Durham Downs Airport,NULL,1
4070,AU,3,DKI,Dunk Island Airport,NULL,1
4053,AU,3,DKV,Docker River Airport,NULL,1
4066,AU,3,DLK,Dulkaninna Airport,NULL,1
4036,AU,3,DLV,Delissaville Airport,NULL,1
4057,AU,3,DMD,Doomadgee Airport,NULL,1
4068,AU,3,DNB,Dunbar Airport,NULL,1
4040,AU,3,DNM,Denham Airport,NULL,1
4041,AU,3,DNQ,Deniliquin Airport,NULL,1
4055,AU,3,DOX,Dongara Airport,NULL,1
4045,AU,3,DPO,Devonport Airport,NULL,1
,AU,,DPO,Devonport Seaport,,
4043,AU,3,DRB,Derby Airport,NULL,1
,AU,,DRB,Derby Seaport,,
4059,AU,2,DRD,Dorunda Station Airport,NULL,1
4049,AU,3,DRN,Dirranbandi Airport,NULL,1
4075,AU,3,DRR,Durrie Airport,NULL,1
4030,AU,3,DRW,Darwin Airport,NULL,1
,AU,,DRW,Darwin Seaport,,
4063,AU,2,DRY,Drysdale Seaport,NULL,1
4033,AU,3,DVP,Davenport Downs Airport,NULL,1
4021,AU,3,DVR,Daly River Airport,NULL,1
4051,AU,3,DXD,Dixie Airport,NULL,1
4077,AU,3,DYA,Dysart Airport,NULL,1
4047,AU,3,DYM,Diamantina Lakes Airport,NULL,1
4023,AU,3,DYW,Daly Waters Airport,NULL,1
4079,AU,3,ECH,Echuca Airport,NULL,1
